Date,SAS Date,Wednesday?,CatACOE,CatAQuota,CatABids,CatBCOE,CatBQuota,CatBBids,CatECOE,CatEQuota,CatEBids,A_bids/Quota,B_bids/Quota,E_bids/Quota
2020-07-01,2020-07-01,2020-07-08,33520,1289,3061,35889,1291,3160,34989,444,937,2.374709077,2.44771495,2.11036036
2020-07-15,2020-07-16,2020-07-22,32699,1304,2485,35001,1339,2497,35001,448,714,1.905674847,1.864824496,1.59375
2020-08-01,2020-08-01,2020-08-05,33000,1022,2047,37102,932,1985,36502,472,784,2.002935421,2.129828326,1.661016949
2020-08-15,2020-08-16,2020-08-19,35710,1034,2099,38802,923,1727,38110,474,764,2.029980658,1.871072589,1.611814346
2020-09-01,2020-09-01,2020-09-09,37766,1035,1737,41510,904,1715,40790,470,672,1.67826087,1.897123894,1.429787234
2020-09-15,2020-09-16,2020-09-23,38504,1034,1540,40989,912,1497,41001,471,671,1.489361702,1.641447368,1.42462845
2020-10-01,2020-10-01,2020-10-07,36534,912,1272,40690,805,1218,40301,427,688,1.394736842,1.513043478,1.611241218
2020-10-15,2020-10-16,2020-10-21,37334,916,1323,40990,793,1272,39889,430,672,1.444323144,1.604035309,1.562790698
2020-11-01,2020-11-01,2020-11-04,35990,967,1262,39000,1013,1415,39500,464,683,1.305067218,1.396841066,1.471982759
2020-11-15,2020-11-16,2020-11-18,37690,972,1361,41101,1007,1559,41503,520,803,1.400205761,1.54816286,1.544230769
2020-12-01,2020-12-01,2020-12-09,40714,978,1620,45012,1035,1712,45510,464,722,1.656441718,1.65410628,1.556034483
2020-12-15,2020-12-16,2020-12-23,40556,969,1403,49300,1009,1631,49500,471,688,1.447884417,1.616451933,1.460721868
2021-01-01,2021-01-01,2021-01-06,40609,963,1280,49001,1023,1396,49489,467,758,1.329179647,1.364613881,1.623126338
2021-01-15,2021-01-16,2021-01-20,43501,966,1309,50100,1018,1338,51900,466,705,1.355072464,1.314341847,1.512875536
2021-02-01,2021-02-01,2021-02-03,42000,885,1098,46790,943,1107,49778,300,435,1.240677966,1.173913043,1.45
2021-02-15,2021-02-16,2021-02-17,41001,903,1226,46002,942,1168,47506,304,503,1.357696567,1.239915074,1.654605263
2021-03-01,2021-03-01,2021-03-03,41996,887,1175,45001,942,1121,47001,296,450,1.324689966,1.190021231,1.52027027
2021-03-15,2021-03-16,2021-03-17,44589,886,1186,47001,946,1222,47806,298,430,1.338600451,1.291754757,1.44295302
2021-04-01,2021-04-01,2021-04-07,45600,883,1212,52309,958,1524,52200,296,635,1.372593431,1.590814196,2.14527027
2021-04-15,2021-04-16,2021-04-21,49640,890,1290,61190,956,1585,62100,303,633,1.449438202,1.657949791,2.089108911
2021-05-01,2021-05-01,2021-05-05,48002,832,1100,60001,819,1244,63002,268,387,1.322115385,1.518925519,1.444029851
2021-05-15,2021-05-16,2021-05-19,41801,835,1209,58089,817,1089,62000,266,400,1.447904192,1.332925337,1.503759398
2021-06-01,2021-06-01,2021-06-09,48510,858,1439,60109,815,1107,61112,259,331,1.677156177,1.358282209,1.277992278
2021-06-15,2021-06-16,2021-06-23,47821,830,1178,56032,809,983,58001,265,519,1.419277108,1.215080346,1.958490566
2021-07-01,2021-07-01,2021-07-07,45001,867,1149,56100,840,1087,57700,259,416,1.325259516,1.294047619,1.606177606
2021-07-15,2021-07-16,2021-07-21,47010,836,1240,59501,819,1107,60001,267,408,1.483253589,1.351648352,1.528089888
2021-08-01,2021-08-01,2021-08-04,45189,805,1021,56001,771,980,59599,199,288,1.268322981,1.271076524,1.447236181
2021-08-15,2021-08-16,2021-08-18,46689,806,1127,61001,794,1065,64901,198,408,1.398263027,1.341309824,2.060606061
2021-09-01,2021-09-01,2021-09-08,47000,804,1124,62600,791,1080,64700,206,319,1.39800995,1.365360303,1.548543689
2021-09-15,2021-09-16,2021-09-22,48000,803,1040,68310,772,1189,70002,198,400,1.295143213,1.54015544,2.02020202
2021-10-01,2021-10-01,2021-10-06,47001,816,1077,70200,774,1130,72756,214,442,1.319852941,1.45994832,2.065420561
2021-10-15,2021-10-16,2021-10-20,52709,811,1304,80210,774,1240,85000,210,391,1.607891492,1.602067183,1.861904762
2021-11-01,2021-11-01,2021-11-03,53709,536,834,82801,587,839,88000,159,257,1.555970149,1.429301533,1.616352201
2021-11-15,2021-11-16,2021-11-17,55001,537,706,79601,594,797,86001,164,253,1.314711359,1.341750842,1.542682927
2021-12-01,2021-12-01,2021-12-08,57010,536,771,80401,593,822,85000,149,245,1.438432836,1.386172007,1.644295302
2021-12-15,2021-12-16,2021-12-22,58801,534,740,80989,595,829,83889,177,241,1.38576779,1.393277311,1.361581921
2022-01-01,2022-01-01,2022-01-05,57599,543,760,77700,587,712,82501,149,193,1.399631676,1.212947189,1.295302013
2022-01-15,2022-01-16,2022-01-19,57898,531,711,82001,592,907,83911,145,226,1.338983051,1.532094595,1.55862069
2022-02-01,2022-02-01,2022-02-09,60761,542,819,86102,550,865,87000,180,269,1.511070111,1.572727273,1.494444444
2022-02-15,2022-02-16,2022-02-23,63000,536,876,93590,559,939,93102,180,300,1.634328358,1.679785331,1.666666667
2022-03-01,2022-03-01,2022-03-09,68501,531,962,94889,551,860,98890,190,318,1.811676083,1.560798548,1.673684211
2022-03-15,2022-03-16,2022-03-23,71556,543,849,98889,555,824,99010,180,344,1.563535912,1.484684685,1.911111111
2022-04-01,2022-04-01,2022-04-06,72996,536,723,98389,550,708,99999,180,290,1.348880597,1.287272727,1.611111111
2022-04-15,2022-04-16,2022-04-20,68699,532,744,90002,560,687,95801,184,295,1.398496241,1.226785714,1.60326087
2022-05-01,2022-05-01,2022-05-04,70901,612,804,92090,527,699,91112,195,283,1.31372549,1.326375712,1.451282051
2022-05-15,2022-05-16,2022-05-18,68001,625,819,95889,528,709,95901,191,309,1.3104,1.34280303,1.617801047
2022-06-01,2022-06-01,2022-06-08,73801,612,874,100684,528,851,100697,190,316,1.428104575,1.611742424,1.663157895
2022-06-15,2022-06-16,2022-06-22,74989,614,850,106001,531,822,104400,194,276,1.384364821,1.548022599,1.422680412
2022-07-01,2022-07-01,2022-07-06,78001,617,900,107800,527,695,110524,195,340,1.458670989,1.318785579,1.743589744
2022-07-15,2022-07-16,2022-07-20,78899,628,834,110003,527,702,114001,194,317,1.328025478,1.332068311,1.634020619
2022-08-01,2022-08-01,2022-08-03,80000,554,689,107001,474,612,113000,167,293,1.24368231,1.291139241,1.754491018
2022-08-15,2022-08-16,2022-08-17,87889,551,835,112001,471,665,112001,163,273,1.515426497,1.411889597,1.674846626
2022-09-01,2022-09-01,2022-09-07,86000,556,723,113000,470,627,113299,165,260,1.300359712,1.334042553,1.575757576
2022-09-15,2022-09-16,2022-09-21,84000,543,759,108051,471,553,107201,176,297,1.397790055,1.174097665,1.6875
2022-10-01,2022-10-01,2022-10-05,80501,564,724,95856,474,635,105001,179,232,1.283687943,1.339662447,1.296089385
2022-10-15,2022-10-16,2022-10-19,81089,559,714,110000,470,848,108003,164,285,1.277280859,1.804255319,1.737804878
2022-11-01,2022-11-01,2022-11-09,87235,460,687,115388,411,640,116577,146,283,1.493478261,1.557177616,1.938356164
2022-11-15,2022-11-16,2022-11-23,90589,459,622,113881,416,568,114009,150,242,1.355119826,1.365384615,1.613333333
2022-12-01,2022-12-01,2022-12-07,88503,458,616,105501,427,568,110524,149,266,1.344978166,1.330210773,1.785234899
2022-12-15,2022-12-16,2022-12-21,88007,473,618,108006,409,564,109600,146,273,1.306553911,1.378973105,1.869863014
2023-01-01,2023-01-01,2023-01-04,80000,462,649,102002,410,487,107889,146,285,1.404761905,1.187804878,1.952054795
2023-01-15,2023-01-16,2023-01-18,,,,,,,,,,,,
2023-02-01,2023-02-01,2023-02-08,,,,,,,,,,,,
2023-02-15,2023-02-16,2023-02-22,,,,,,,,,,,,
2023-03-01,2023-03-01,2023-03-08,,,,,,,,,,,,
2023-03-15,2023-03-16,2023-03-22,,,,,,,,,,,,
,,,,,,,,,,,,,,
